Year,Units,Регионы,GeoCode,Value
2010,процент,,,4.5
2011,процент,,,4.6
2012,процент,,,4.6
2013,процент,,,4.6
2014,процент,,,4.6
2015,процент,,,4.6
2016,процент,,,4.7
2017,процент,,,4.7
2018,процент,,,4.7
2010,процент,Акмолинская,KZ03,2.5
2011,процент,Акмолинская,KZ03,2.6
2012,процент,Акмолинская,KZ03,2.6
2013,процент,Акмолинская,KZ03,2.6
2014,процент,Акмолинская,KZ03,2.6
2015,процент,Акмолинская,KZ03,2.6
2016,процент,Акмолинская,KZ03,2.6
2017,процент,Акмолинская,KZ03,2.6
2018,процент,Акмолинская,KZ03,2.6
2010,процент,Актюбинская,KZ04,0.2
2011,процент,Актюбинская,KZ04,0.2
2012,процент,Актюбинская,KZ04,0.2
2013,процент,Актюбинская,KZ04,0.2
2014,процент,Актюбинская,KZ04,0.2
2015,процент,Актюбинская,KZ04,0.2
2016,процент,Актюбинская,KZ04,0.2
2017,процент,Актюбинская,KZ04,0.2
2018,процент,Актюбинская,KZ04,0.2
2010,процент,Алматинская,KZ01,8.0
2011,процент,Алматинская,KZ01,8.3
2012,процент,Алматинская,KZ01,8.3
2013,процент,Алматинская,KZ01,8.3
2014,процент,Алматинская,KZ01,8.3
2015,процент,Алматинская,KZ01,8.3
2016,процент,Алматинская,KZ01,8.4
2017,процент,Алматинская,KZ01,8.6
2018,процент,Алматинская,KZ01,8.7
2010,процент,Атырауская,KZ06,0.1
2011,процент,Атырауская,KZ06,0.1
2012,процент,Атырауская,KZ06,0.1
2013,процент,Атырауская,KZ06,0.1
2014,процент,Атырауская,KZ06,0.1
2015,процент,Атырауская,KZ06,0.1
2016,процент,Атырауская,KZ06,0.1
2017,процент,Атырауская,KZ06,0.1
2018,процент,Атырауская,KZ06,0.2
2010,процент,Западно-Казахстанская,KZ07,0.7
2011,процент,Западно-Казахстанская,KZ07,0.7
2012,процент,Западно-Казахстанская,KZ07,0.7
2013,процент,Западно-Казахстанская,KZ07,0.7
2014,процент,Западно-Казахстанская,KZ07,0.7
2015,процент,Западно-Казахстанская,KZ07,0.7
2016,процент,Западно-Казахстанская,KZ07,0.7
2017,процент,Западно-Казахстанская,KZ07,0.6
2018,процент,Западно-Казахстанская,KZ07,0.6
2010,процент,Жамбылская,KZ17,15.3
2011,процент,Жамбылская,KZ17,15.4
2012,процент,Жамбылская,KZ17,15.4
2013,процент,Жамбылская,KZ17,15.5
2014,процент,Жамбылская,KZ17,15.5
2015,процент,Жамбылская,KZ17,15.5
2016,процент,Жамбылская,KZ17,15.5
2017,процент,Жамбылская,KZ17,16.4
2018,процент,Жамбылская,KZ17,16.1
2010,процент,Карагандинская,KZ12,0.4
2011,процент,Карагандинская,KZ12,0.4
2012,процент,Карагандинская,KZ12,0.4
2013,процент,Карагандинская,KZ12,0.4
2014,процент,Карагандинская,KZ12,0.4
2015,процент,Карагандинская,KZ12,0.4
2016,процент,Карагандинская,KZ12,0.4
2017,процент,Карагандинская,KZ12,0.4
2018,процент,Карагандинская,KZ12,0.4
2010,процент,Костанайская,KZ13,1.1
2011,процент,Костанайская,KZ13,1.1
2012,процент,Костанайская,KZ13,1.1
2013,процент,Костанайская,KZ13,1.2
2014,процент,Костанайская,KZ13,1.2
2015,процент,Костанайская,KZ13,1.2
2016,процент,Костанайская,KZ13,1.2
2017,процент,Костанайская,KZ13,1.2
2018,процент,Костанайская,KZ13,1.2
2010,процент,Кызылординская,KZ14,13.6
2011,процент,Кызылординская,KZ14,13.7
2012,процент,Кызылординская,KZ14,13.5
2013,процент,Кызылординская,KZ14,13.5
2014,процент,Кызылординская,KZ14,13.6
2015,процент,Кызылординская,KZ14,13.5
2016,процент,Кызылординская,KZ14,13.6
2017,процент,Кызылординская,KZ14,13.7
2018,процент,Кызылординская,KZ14,13.8
2010,процент,Мангистауская,KZ09,0.7
2011,процент,Мангистауская,KZ09,0.7
2012,процент,Мангистауская,KZ09,0.7
2013,процент,Мангистауская,KZ09,0.7
2014,процент,Мангистауская,KZ09,0.7
2015,процент,Мангистауская,KZ09,0.7
2016,процент,Мангистауская,KZ09,0.7
2017,процент,Мангистауская,KZ09,0.8
2018,процент,Мангистауская,KZ09,0.8
2010,процент,Павлодарская,KZ11,2.0
2011,процент,Павлодарская,KZ11,2.0
2012,процент,Павлодарская,KZ11,2.0
2013,процент,Павлодарская,KZ11,2.0
2014,процент,Павлодарская,KZ11,2.0
2015,процент,Павлодарская,KZ11,2.0
2016,процент,Павлодарская,KZ11,2.1
2017,процент,Павлодарская,KZ11,2.1
2018,процент,Павлодарская,KZ11,2.1
2010,процент,Северо-Казахстанская,KZ16,5.4
2011,процент,Северо-Казахстанская,KZ16,5.4
2012,процент,Северо-Казахстанская,KZ16,5.4
2013,процент,Северо-Казахстанская,KZ16,5.4
2014,процент,Северо-Казахстанская,KZ16,5.4
2015,процент,Северо-Казахстанская,KZ16,5.4
2016,процент,Северо-Казахстанская,KZ16,5.5
2017,процент,Северо-Казахстанская,KZ16,5.5
2018,процент,Северо-Казахстанская,KZ16,5.5
2010,процент,Туркестанская,KZ10,13.7
2011,процент,Туркестанская,KZ10,13.7
2012,процент,Туркестанская,KZ10,13.8
2013,процент,Туркестанская,KZ10,13.8
2014,процент,Туркестанская,KZ10,13.8
2015,процент,Туркестанская,KZ10,13.8
2016,процент,Туркестанская,KZ10,13.9
2017,процент,Туркестанская,KZ10,14.0
2018,процент,Туркестанская,KZ10,14.1
2010,процент,Восточно-Казахстанская,KZ15,6.4
2011,процент,Восточно-Казахстанская,KZ15,6.6
2012,процент,Восточно-Казахстанская,KZ15,7.0
2013,процент,Восточно-Казахстанская,KZ15,7.1
2014,процент,Восточно-Казахстанская,KZ15,7.1
2015,процент,Восточно-Казахстанская,KZ15,7.1
2016,процент,Восточно-Казахстанская,KZ15,7.1
2017,процент,Восточно-Казахстанская,KZ15,7.1
2018,процент,Восточно-Казахстанская,KZ15,7.1
