Year,Units,Регионы,GeoCode,Value
2010,процент,,,0.1534083148247186
2011,процент,,,0.15349473890263993
2012,процент,,,0.16525162547305133
2013,процент,,,0.17131769493391086
2014,процент,,,0.1672242147183758
2015,процент,,,0.16951050174633028
2016,процент,,,0.1417893749674002
2017,процент,,,0.13255423046168688
2018,процент,,,0.0
2010,процент,Акмолинская,KZ03,0.09803838247104693
2011,процент,Акмолинская,KZ03,0.05852716573812264
2012,процент,Акмолинская,KZ03,0.07887822414741202
2013,процент,Акмолинская,KZ03,0.07769823199635169
2014,процент,Акмолинская,KZ03,0.07865409495082003
2015,процент,Акмолинская,KZ03,0.09929305769273654
2016,процент,Акмолинская,KZ03,0.05930815140813901
2017,процент,Акмолинская,KZ03,0.06385201642716952
2010,процент,Актюбинская,KZ04,0.053453203406394166
2011,процент,Актюбинская,KZ04,0.04020208186746575
2012,процент,Актюбинская,KZ04,0.03672184316670595
2013,процент,Актюбинская,KZ04,0.03032665089485584
2014,процент,Актюбинская,KZ04,0.03817282128349972
2015,процент,Актюбинская,KZ04,0.03965689774534484
2016,процент,Актюбинская,KZ04,0.036840045351399474
2017,процент,Актюбинская,KZ04,0.03639468463041826
2010,процент,Алматинская,KZ01,0.07067089500777779
2011,процент,Алматинская,KZ01,0.08150292064935807
2012,процент,Алматинская,KZ01,0.06071613122614052
2013,процент,Алматинская,KZ01,0.06414722056936256
2014,процент,Алматинская,KZ01,0.04209664094768846
2015,процент,Алматинская,KZ01,0.05331855096412905
2016,процент,Алматинская,KZ01,0.042999899863246885
2017,процент,Алматинская,KZ01,0.04
2010,процент,Атырауская,KZ06,0.0773403414176404
2011,процент,Атырауская,KZ06,0.07941051021800083
2012,процент,Атырауская,KZ06,0.09771929367686433
2013,процент,Атырауская,KZ06,0.04726759841830548
2014,процент,Атырауская,KZ06,0.043443072572762025
2015,процент,Атырауская,KZ06,0.05729261958224696
2016,процент,Атырауская,KZ06,0.05294122307089014
2017,процент,Атырауская,KZ06,0.060941642579349926
2010,процент,Западно-Казахстанская,KZ07,0.02029664004683539
2011,процент,Западно-Казахстанская,KZ07,0.026038206301069244
2012,процент,Западно-Казахстанская,KZ07,0.03109999055427138
2013,процент,Западно-Казахстанская,KZ07,0.05144472918141048
2014,процент,Западно-Казахстанская,KZ07,0.033817883603191365
2015,процент,Западно-Казахстанская,KZ07,0.04404800202952983
2016,процент,Западно-Казахстанская,KZ07,0.08802216237865282
2017,процент,Западно-Казахстанская,KZ07,0.013367738803274564
2010,процент,Жамбылская,KZ17,0.2737237715202511
2011,процент,Жамбылская,KZ17,0.03128188163516804
2012,процент,Жамбылская,KZ17,0.19535840014161016
2013,процент,Жамбылская,KZ17,0.12284195373226815
2014,процент,Жамбылская,KZ17,0.13497455918909515
2015,процент,Жамбылская,KZ17,0.06798392042776348
2016,процент,Жамбылская,KZ17,0.03857798650303109
2017,процент,Жамбылская,KZ17,0.07795298073284135
2010,процент,Карагандинская,KZ12,0.050159322010187406
2011,процент,Карагандинская,KZ12,0.06401125231037735
2012,процент,Карагандинская,KZ12,0.12045728971588633
2013,процент,Карагандинская,KZ12,0.1299711871838348
2014,процент,Карагандинская,KZ12,0.13961835832617694
2015,процент,Карагандинская,KZ12,0.11579339816064288
2016,процент,Карагандинская,KZ12,0.11527574248006342
2017,процент,Карагандинская,KZ12,0.08
2010,процент,Костанайская,KZ13,0.025055576474466105
2011,процент,Костанайская,KZ13,0.022093415474524414
2012,процент,Костанайская,KZ13,0.028670021264830262
2013,процент,Костанайская,KZ13,0.033027019409770896
2014,процент,Костанайская,KZ13,0.041150853148950735
2015,процент,Костанайская,KZ13,0.043475156763056924
2016,процент,Костанайская,KZ13,0.03692482490597505
2017,процент,Костанайская,KZ13,0.07020683064656605
2010,процент,Кызылординская,KZ14,0.009393257181939042
2011,процент,Кызылординская,KZ14,0.006978931264901006
2012,процент,Кызылординская,KZ14,0.0167718714455739
2013,процент,Кызылординская,KZ14,0.014669727892022
2014,процент,Кызылординская,KZ14,0.019273514575378032
2015,процент,Кызылординская,KZ14,0.02022664835164836
2016,процент,Кызылординская,KZ14,0.04690072646443047
2017,процент,Кызылординская,KZ14,0.035381182998588334
2010,процент,Мангистауская,KZ09,0.2064048424068073
2011,процент,Мангистауская,KZ09,0.27575224515455465
2012,процент,Мангистауская,KZ09,0.2866911394390453
2013,процент,Мангистауская,KZ09,0.2455515408848327
2014,процент,Мангистауская,KZ09,0.2547623358158536
2015,процент,Мангистауская,KZ09,0.3623011834293057
2016,процент,Мангистауская,KZ09,0.3166507408983513
2017,процент,Мангистауская,KZ09,0.25
2010,процент,Южно-Казахстанская,KZ10,0.037392655195203975
2011,процент,Южно-Казахстанская,KZ10,0.02912270961128092
2012,процент,Южно-Казахстанская,KZ10,0.049798979297516525
2013,процент,Южно-Казахстанская,KZ10,0.05456688903588456
2014,процент,Южно-Казахстанская,KZ10,0.05143459498028702
2015,процент,Южно-Казахстанская,KZ10,0.05423418747926203
2016,процент,Южно-Казахстанская,KZ10,0.04343137240842269
2017,процент,Южно-Казахстанская,KZ10,0.02990856778745437
2010,процент,Павлодарская,KZ11,0.019270483950340672
2011,процент,Павлодарская,KZ11,0.025360202344950573
2012,процент,Павлодарская,KZ11,0.028548394065695776
2013,процент,Павлодарская,KZ11,0.019071361759502338
2014,процент,Павлодарская,KZ11,0.018485501046958324
2015,процент,Павлодарская,KZ11,0.01847760330739884
2016,процент,Павлодарская,KZ11,0.01976221259433052
2017,процент,Павлодарская,KZ11,0.014968350916009163
2010,процент,Северо-Казахстанская,KZ16,0.024016865001182133
2011,процент,Северо-Казахстанская,KZ16,0.01528662955471053
2012,процент,Северо-Казахстанская,KZ16,0.032577493307561704
2013,процент,Северо-Казахстанская,KZ16,0.027951176123081192
2014,процент,Северо-Казахстанская,KZ16,0.02970267658448633
2015,процент,Северо-Казахстанская,KZ16,0.02680427468456899
2016,процент,Северо-Казахстанская,KZ16,0.01962456529464237
2017,процент,Северо-Казахстанская,KZ16,0.017915247701859704
2010,процент,Восточно-Казахстанская,KZ15,0.4098711794348794
2011,процент,Восточно-Казахстанская,KZ15,0.2576221204979826
2012,процент,Восточно-Казахстанская,KZ15,0.21863996983133926
2013,процент,Восточно-Казахстанская,KZ15,0.1829062515420733
2014,процент,Восточно-Казахстанская,KZ15,0.13320133816396634
2015,процент,Восточно-Казахстанская,KZ15,0.14277270300136774
2016,процент,Восточно-Казахстанская,KZ15,0.1243926178060262
2017,процент,Восточно-Казахстанская,KZ15,0.16
2010,процент,г_Нур-Султан,KZ05,0.2505698390449881
2011,процент,г_Нур-Султан,KZ05,0.4324989987780292
2012,процент,г_Нур-Султан,KZ05,0.3920986699275805
2013,процент,г_Нур-Султан,KZ05,0.279652335637578
2014,процент,г_Нур-Султан,KZ05,0.2534504155485214
2015,процент,г_Нур-Султан,KZ05,0.2796864170504362
2016,процент,г_Нур-Султан,KZ05,0.2875579248161383
2017,процент,г_Нур-Султан,KZ05,0.29
2010,процент,г_Алматы,KZ02,0.33949592760139474
2011,процент,г_Алматы,KZ02,0.3351210530055066
2012,процент,г_Алматы,KZ02,0.3334832548595499
2013,процент,г_Алматы,KZ02,0.4347834382569357
2014,процент,г_Алматы,KZ02,0.4178793718754952
2015,процент,г_Алматы,KZ02,0.3493536158108028
2016,процент,г_Алматы,KZ02,0.25087470481819296
