Year,Units,Регионы,GeoCode,Value
2010,процент,,,0.05
2011,процент,,,0.05
2012,процент,,,0.05
2013,процент,,,0.2
2014,процент,,,0.2
2015,процент,,,0.2
2016,процент,,,0.18
2017,процент,,,0.2
2018,процент,,,0.19
2010,процент,Акмолинская,KZ03,0.1
2011,процент,Акмолинская,KZ03,0.0
2012,процент,Акмолинская,KZ03,0.0
2013,процент,Акмолинская,KZ03,0.2
2014,процент,Акмолинская,KZ03,0.2
2015,процент,Акмолинская,KZ03,0.2
2016,процент,Акмолинская,KZ03,0.1
2017,процент,Акмолинская,KZ03,0.1
2018,процент,Акмолинская,KZ03,0.1
2010,процент,Актюбинская,KZ04,0.0
2011,процент,Актюбинская,KZ04,0.0
2012,процент,Актюбинская,KZ04,0.0
2013,процент,Актюбинская,KZ04,0.0
2014,процент,Актюбинская,KZ04,0.0
2015,процент,Актюбинская,KZ04,0.0
2016,процент,Актюбинская,KZ04,0.0
2017,процент,Актюбинская,KZ04,0.1
2018,процент,Актюбинская,KZ04,0.1
2010,процент,Алматинская,KZ01,0.2
2011,процент,Алматинская,KZ01,0.3
2012,процент,Алматинская,KZ01,0.2
2013,процент,Алматинская,KZ01,0.8
2014,процент,Алматинская,KZ01,0.5
2015,процент,Алматинская,KZ01,0.5
2016,процент,Алматинская,KZ01,0.5
2017,процент,Алматинская,KZ01,0.5
2018,процент,Алматинская,KZ01,0.6
2010,процент,Атырауская,KZ06,0.1
2011,процент,Атырауская,KZ06,0.1
2012,процент,Атырауская,KZ06,0.1
2013,процент,Атырауская,KZ06,0.5
2014,процент,Атырауская,KZ06,0.4
2015,процент,Атырауская,KZ06,0.4
2016,процент,Атырауская,KZ06,0.3
2017,процент,Атырауская,KZ06,0.3
2018,процент,Атырауская,KZ06,0.2
2010,процент,Западно-Казахстанская,KZ07,0.0
2011,процент,Западно-Казахстанская,KZ07,0.0
2012,процент,Западно-Казахстанская,KZ07,0.0
2013,процент,Западно-Казахстанская,KZ07,0.0
2014,процент,Западно-Казахстанская,KZ07,0.0
2015,процент,Западно-Казахстанская,KZ07,0.0
2016,процент,Западно-Казахстанская,KZ07,0.0
2017,процент,Западно-Казахстанская,KZ07,0.0
2018,процент,Западно-Казахстанская,KZ07,0.0
2010,процент,Жамбылская,KZ17,0.0
2011,процент,Жамбылская,KZ17,0.1
2012,процент,Жамбылская,KZ17,0.1
2013,процент,Жамбылская,KZ17,0.2
2014,процент,Жамбылская,KZ17,0.3
2015,процент,Жамбылская,KZ17,0.5
2016,процент,Жамбылская,KZ17,0.5
2017,процент,Жамбылская,KZ17,0.3
2018,процент,Жамбылская,KZ17,0.4
2010,процент,Карагандинская,KZ12,0.0
2011,процент,Карагандинская,KZ12,0.1
2012,процент,Карагандинская,KZ12,0.0
2013,процент,Карагандинская,KZ12,0.1
2014,процент,Карагандинская,KZ12,0.1
2015,процент,Карагандинская,KZ12,0.1
2016,процент,Карагандинская,KZ12,0.1
2017,процент,Карагандинская,KZ12,0.1
2018,процент,Карагандинская,KZ12,0.1
2010,процент,Костанайская,KZ13,0.0
2011,процент,Костанайская,KZ13,0.0
2012,процент,Костанайская,KZ13,0.0
2013,процент,Костанайская,KZ13,0.0
2014,процент,Костанайская,KZ13,0.1
2015,процент,Костанайская,KZ13,0.0
2016,процент,Костанайская,KZ13,0.0
2017,процент,Костанайская,KZ13,0.0
2018,процент,Костанайская,KZ13,0.0
2010,процент,Кызылординская,KZ14,0.1
2011,процент,Кызылординская,KZ14,0.1
2012,процент,Кызылординская,KZ14,0.2
2013,процент,Кызылординская,KZ14,0.3
2014,процент,Кызылординская,KZ14,0.5
2015,процент,Кызылординская,KZ14,0.6
2016,процент,Кызылординская,KZ14,0.8
2017,процент,Кызылординская,KZ14,0.8
2018,процент,Кызылординская,KZ14,0.9
2010,процент,Мангистауская,KZ09,0.0
2011,процент,Мангистауская,KZ09,0.0
2012,процент,Мангистауская,KZ09,0.0
2013,процент,Мангистауская,KZ09,0.2
2014,процент,Мангистауская,KZ09,0.2
2015,процент,Мангистауская,KZ09,0.3
2016,процент,Мангистауская,KZ09,0.2
2017,процент,Мангистауская,KZ09,0.2
2018,процент,Мангистауская,KZ09,0.2
2010,процент,Южно-Казахстанская,KZ10,0.1
2011,процент,Южно-Казахстанская,KZ10,0.1
2012,процент,Южно-Казахстанская,KZ10,0.1
2013,процент,Южно-Казахстанская,KZ10,0.4
2014,процент,Южно-Казахстанская,KZ10,0.4
2015,процент,Южно-Казахстанская,KZ10,0.5
2016,процент,Южно-Казахстанская,KZ10,0.4
2017,процент,Южно-Казахстанская,KZ10,0.4
2010,процент,Павлодарская,KZ11,0.0
2011,процент,Павлодарская,KZ11,0.0
2012,процент,Павлодарская,KZ11,0.0
2013,процент,Павлодарская,KZ11,0.1
2014,процент,Павлодарская,KZ11,0.2
2015,процент,Павлодарская,KZ11,0.1
